,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,Draft_Yr
371,Brooklyn,From Charlotte:Juan Pablo Vaulet,Charlotte,From Brooklyn:2nd Round Draft Pick (2018) 2nd Round Draft Pick (2019) Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
372,Memphis,From Phoenix:Andrew Harrison,Phoenix,From Memphis:Jon Leuer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
373,Toronto,From Milwaukee:Norman PowellConditional 2017 1st Round Pick,Milwaukee,From Toronto:Greivis Vasquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
374,Portland,From Utah:Dani Diez,Utah,From Portland:Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
375,New Orleans,From LA Clippers:Cash Considerations,LA Clippers,From New Orleans:Branden Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
377,2016 Draft Day Trades Trades between teams sent and received Sacramento From Phoenix:Georgios PapagiannisSkal LabissiereBogdan Bogdanovic2nd Round Draft Pick (2020)  Phoenix From Sacramento:Marquese Chriss Orlando From Oklahoma City:Serge Ibaka  OK City From Orlando:Domantas SabonisVictor OladipoErsan Ilyasova Brooklyn From Indiana:Caris LeVert2nd Round Draft Pick (TBA) Indiana From Brooklyn:Thaddeus Young Charlotte From Sacramento:Marco Belinelli Sacramento From Charlotte:Malachi Richardson Boston From Memphis:1st Round Draft Pick (2019) Memphis From Boston:Deyonta DavisRade Zagorac  LA Clippers From New Orleans:David MichineauDiamond Stone  New Orleans From LA Clippers:Cheick Diallo Milwaukee From Golden State:Cash Considerations Golden State From Milwaukee:Patrick McCaw Utah From Brooklyn:Marcus Paige  Brooklyn From Utah:Isaiah Whitehead Orlando From Portland:2nd Round Draft Pick (2019)Cash Considerations  Portland From Orlando:Jake Layman Atlanta From Cleveland:Cash Considerations  Cleveland From Atlanta:Kay Felder Denver From Oklahoma City:Cash Considerations  OK City From Denver:Daniel Hamilton,2016 Draft Day Trades Trades between teams sent and received Sacramento From Phoenix:Georgios PapagiannisSkal LabissiereBogdan Bogdanovic2nd Round Draft Pick (2020)  Phoenix From Sacramento:Marquese Chriss Orlando From Oklahoma City:Serge Ibaka  OK City From Orlando:Domantas SabonisVictor OladipoErsan Ilyasova Brooklyn From Indiana:Caris LeVert2nd Round Draft Pick (TBA) Indiana From Brooklyn:Thaddeus Young Charlotte From Sacramento:Marco Belinelli Sacramento From Charlotte:Malachi Richardson Boston From Memphis:1st Round Draft Pick (2019) Memphis From Boston:Deyonta DavisRade Zagorac  LA Clippers From New Orleans:David MichineauDiamond Stone  New Orleans From LA Clippers:Cheick Diallo Milwaukee From Golden State:Cash Considerations Golden State From Milwaukee:Patrick McCaw Utah From Brooklyn:Marcus Paige  Brooklyn From Utah:Isaiah Whitehead Orlando From Portland:2nd Round Draft Pick (2019)Cash Considerations  Portland From Orlando:Jake Layman Atlanta From Cleveland:Cash Considerations  Cleveland From Atlanta:Kay Felder Denver From Oklahoma City:Cash Considerations  OK City From Denver:Daniel Hamilton,2016 Draft Day Trades,Trades between teams sent and received,Sacramento,From Phoenix:Georgios PapagiannisSkal LabissiereBogdan Bogdanovic2nd Round Draft Pick (2020),Phoenix,From Sacramento:Marquese Chriss,Orlando,From Oklahoma City:Serge Ibaka,OK City,From Orlando:Domantas SabonisVictor OladipoErsan Ilyasova,Brooklyn,From Indiana:Caris LeVert2nd Round Draft Pick (TBA),Indiana,From Brooklyn:Thaddeus Young,Charlotte,From Sacramento:Marco Belinelli,Sacramento,From Charlotte:Malachi Richardson,Boston,From Memphis:1st Round Draft Pick (2019),Memphis,From Boston:Deyonta DavisRade Zagorac,LA Clippers,From New Orleans:David MichineauDiamond Stone,New Orleans,From LA Clippers:Cheick Diallo,Milwaukee,From Golden State:Cash Considerations,Golden State,From Milwaukee:Patrick McCaw,Utah,From Brooklyn:Marcus Paige,Brooklyn,From Utah:Isaiah Whitehead,Orlando,From Portland:2nd Round Draft Pick (2019)Cash Considerations,Portland,From Orlando:Jake Layman,Atlanta,From Cleveland:Cash Considerations,Cleveland,From Atlanta:Kay Felder,Denver,From Oklahoma City:Cash Considerations,OK City,From Denver:Daniel Hamilton,,,,,,,,,,,,,,,,,,,,,2016
378,2016 Draft Day Trades Trades between teams sent and received Sacramento From Phoenix:Georgios PapagiannisSkal LabissiereBogdan Bogdanovic2nd Round Draft Pick (2020)  Phoenix From Sacramento:Marquese Chriss Orlando From Oklahoma City:Serge Ibaka  OK City From Orlando:Domantas SabonisVictor OladipoErsan Ilyasova Brooklyn From Indiana:Caris LeVert2nd Round Draft Pick (TBA) Indiana From Brooklyn:Thaddeus Young Charlotte From Sacramento:Marco Belinelli Sacramento From Charlotte:Malachi Richardson Boston From Memphis:1st Round Draft Pick (2019) Memphis From Boston:Deyonta DavisRade Zagorac  LA Clippers From New Orleans:David MichineauDiamond Stone  New Orleans From LA Clippers:Cheick Diallo Milwaukee From Golden State:Cash Considerations Golden State From Milwaukee:Patrick McCaw Utah From Brooklyn:Marcus Paige  Brooklyn From Utah:Isaiah Whitehead Orlando From Portland:2nd Round Draft Pick (2019)Cash Considerations  Portland From Orlando:Jake Layman Atlanta From Cleveland:Cash Considerations  Cleveland From Atlanta:Kay Felder Denver From Oklahoma City:Cash Considerations  OK City From Denver:Daniel Hamilton,2016 Draft Day Trades,Trades between teams sent and received,Sacramento,From Phoenix:Georgios PapagiannisSkal LabissiereBogdan Bogdanovic2nd Round Draft Pick (2020),Phoenix,From Sacramento:Marquese Chriss,Orlando,From Oklahoma City:Serge Ibaka,OK City,From Orlando:Domantas SabonisVictor OladipoErsan Ilyasova,Brooklyn,From Indiana:Caris LeVert2nd Round Draft Pick (TBA),Indiana,From Brooklyn:Thaddeus Young,Charlotte,From Sacramento:Marco Belinelli,Sacramento,From Charlotte:Malachi Richardson,Boston,From Memphis:1st Round Draft Pick (2019),Memphis,From Boston:Deyonta DavisRade Zagorac,LA Clippers,From New Orleans:David MichineauDiamond Stone,New Orleans,From LA Clippers:Cheick Diallo,Milwaukee,From Golden State:Cash Considerations,Golden State,From Milwaukee:Patrick McCaw,Utah,From Brooklyn:Marcus Paige,Brooklyn,From Utah:Isaiah Whitehead,Orlando,From Portland:2nd Round Draft Pick (2019)Cash Considerations,Portland,From Orlando:Jake Layman,Atlanta,From Cleveland:Cash Considerations,Cleveland,From Atlanta:Kay Felder,Denver,From Oklahoma City:Cash Considerations,OK City,From Denver:Daniel Hamilton,,,,,,,,,,,,,,,,,,,,,,2016
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
380,2016 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
381,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
382,Sacramento,From Phoenix:Georgios PapagiannisSkal LabissiereBogdan Bogdanovic2nd Round Draft Pick (2020),Phoenix,From Sacramento:Marquese Chriss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
383,Orlando,From Oklahoma City:Serge Ibaka,OK City,From Orlando:Domantas SabonisVictor OladipoErsan Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
384,Brooklyn,From Indiana:Caris LeVert2nd Round Draft Pick (TBA),Indiana,From Brooklyn:Thaddeus Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
385,Charlotte,From Sacramento:Marco Belinelli,Sacramento,From Charlotte:Malachi Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
386,Boston,From Memphis:1st Round Draft Pick (2019),Memphis,From Boston:Deyonta DavisRade Zagorac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
387,LA Clippers,From New Orleans:David MichineauDiamond Stone,New Orleans,From LA Clippers:Cheick Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
388,Milwaukee,From Golden State:Cash Considerations,Golden State,From Milwaukee:Patrick McCaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
389,Utah,From Brooklyn:Marcus Paige,Brooklyn,From Utah:Isaiah Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
390,Orlando,From Portland:2nd Round Draft Pick (2019)Cash Considerations,Portland,From Orlando:Jake Layman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
391,Atlanta,From Cleveland:Cash Considerations,Cleveland,From Atlanta:Kay Felder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
392,Denver,From Oklahoma City:Cash Considerations,OK City,From Denver:Daniel Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
394,2017 Draft Day Trades Trades between teams sent and received Chicago From Minnesota:Zach LaVineKris DunnLauri Markkanen  Minnesota From Chicago:Jimmy ButlerJustin Patton Sacramento From Portland:Justin JacksonHarry Giles  Portland From Sacramento:Zach Collins Denver From Utah:Trey LylesTyler Lydon Utah From Denver:Donovan Mitchell Orlando From Philadelphia:1st Round Draft Pick (2020)2nd Round Draft Pick (2020) Philadelphia From Orlando:Anzejs Pasecniks LA Lakers From Brooklyn:Brook LopezJarrett Allen Brooklyn From LA Lakers:Timofey MozgovD'Angelo Russell  LA Lakers From Utah:Jason HartThomas Bryant  Utah From LA Lakers:Tony Bradley Charlotte From New Orleans:Dwayne BaconCash onsiderations New Orleans From Charlotte:Frank Jackson Orlando From Memphis:2nd Round Draft Pick (TBA)  Memphis From Orlando:Ivann Rabb Chicago From Golden State:Cash Considerations  Golden State From Chicago:Jordan Bell Philadelphia From LA Clippers:Cash Considerations  LA Clippers From Philadelphia:Jawun Evans Memphis From Houston:Dillon Brooks  Houston From Memphis:2nd Round Draft Pick (TBA) Philadelphia From Milwaukee:Cash Considerations  Milwaukee From Philadelphia:Sterling Brown Milwaukee From LA Clippers:Cash Considerations  LA Clippers From Milwaukee:Sindarius Thornwell New Orleans From Pacers:Cash Considerations  Indiana From New Orleans:Edmond Sumner,2017 Draft Day Trades Trades between teams sent and received Chicago From Minnesota:Zach LaVineKris DunnLauri Markkanen  Minnesota From Chicago:Jimmy ButlerJustin Patton Sacramento From Portland:Justin JacksonHarry Giles  Portland From Sacramento:Zach Collins Denver From Utah:Trey LylesTyler Lydon Utah From Denver:Donovan Mitchell Orlando From Philadelphia:1st Round Draft Pick (2020)2nd Round Draft Pick (2020) Philadelphia From Orlando:Anzejs Pasecniks LA Lakers From Brooklyn:Brook LopezJarrett Allen Brooklyn From LA Lakers:Timofey MozgovD'Angelo Russell  LA Lakers From Utah:Jason HartThomas Bryant  Utah From LA Lakers:Tony Bradley Charlotte From New Orleans:Dwayne BaconCash onsiderations New Orleans From Charlotte:Frank Jackson Orlando From Memphis:2nd Round Draft Pick (TBA)  Memphis From Orlando:Ivann Rabb Chicago From Golden State:Cash Considerations  Golden State From Chicago:Jordan Bell Philadelphia From LA Clippers:Cash Considerations  LA Clippers From Philadelphia:Jawun Evans Memphis From Houston:Dillon Brooks  Houston From Memphis:2nd Round Draft Pick (TBA) Philadelphia From Milwaukee:Cash Considerations  Milwaukee From Philadelphia:Sterling Brown Milwaukee From LA Clippers:Cash Considerations  LA Clippers From Milwaukee:Sindarius Thornwell New Orleans From Pacers:Cash Considerations  Indiana From New Orleans:Edmond Sumner,2017 Draft Day Trades,Trades between teams sent and received,Chicago,From Minnesota:Zach LaVineKris DunnLauri Markkanen,Minnesota,From Chicago:Jimmy ButlerJustin Patton,Sacramento,From Portland:Justin JacksonHarry Giles,Portland,From Sacramento:Zach Collins,Denver,From Utah:Trey LylesTyler Lydon,Utah,From Denver:Donovan Mitchell,Orlando,From Philadelphia:1st Round Draft Pick (2020)2nd Round Draft Pick (2020),Philadelphia,From Orlando:Anzejs Pasecniks,LA Lakers,From Brooklyn:Brook LopezJarrett Allen,Brooklyn,From LA Lakers:Timofey MozgovD'Angelo Russell,LA Lakers,From Utah:Jason HartThomas Bryant,Utah,From LA Lakers:Tony Bradley,Charlotte,From New Orleans:Dwayne BaconCash onsiderations,New Orleans,From Charlotte:Frank Jackson,Orlando,From Memphis:2nd Round Draft Pick (TBA),Memphis,From Orlando:Ivann Rabb,Chicago,From Golden State:Cash Considerations,Golden State,From Chicago:Jordan Bell,Philadelphia,From LA Clippers:Cash Considerations,LA Clippers,From Philadelphia:Jawun Evans,Memphis,From Houston:Dillon Brooks,Houston,From Memphis:2nd Round Draft Pick (TBA),Philadelphia,From Milwaukee:Cash Considerations,Milwaukee,From Philadelphia:Sterling Brown,Milwaukee,From LA Clippers:Cash Considerations,LA Clippers,From Milwaukee:Sindarius Thornwell,New Orleans,From Pacers:Cash Considerations,Indiana,From New Orleans:Edmond Sumner,,,,,,,,,2017
395,2017 Draft Day Trades Trades between teams sent and received Chicago From Minnesota:Zach LaVineKris DunnLauri Markkanen  Minnesota From Chicago:Jimmy ButlerJustin Patton Sacramento From Portland:Justin JacksonHarry Giles  Portland From Sacramento:Zach Collins Denver From Utah:Trey LylesTyler Lydon Utah From Denver:Donovan Mitchell Orlando From Philadelphia:1st Round Draft Pick (2020)2nd Round Draft Pick (2020) Philadelphia From Orlando:Anzejs Pasecniks LA Lakers From Brooklyn:Brook LopezJarrett Allen Brooklyn From LA Lakers:Timofey MozgovD'Angelo Russell  LA Lakers From Utah:Jason HartThomas Bryant  Utah From LA Lakers:Tony Bradley Charlotte From New Orleans:Dwayne BaconCash onsiderations New Orleans From Charlotte:Frank Jackson Orlando From Memphis:2nd Round Draft Pick (TBA)  Memphis From Orlando:Ivann Rabb Chicago From Golden State:Cash Considerations  Golden State From Chicago:Jordan Bell Philadelphia From LA Clippers:Cash Considerations  LA Clippers From Philadelphia:Jawun Evans Memphis From Houston:Dillon Brooks  Houston From Memphis:2nd Round Draft Pick (TBA) Philadelphia From Milwaukee:Cash Considerations  Milwaukee From Philadelphia:Sterling Brown Milwaukee From LA Clippers:Cash Considerations  LA Clippers From Milwaukee:Sindarius Thornwell New Orleans From Pacers:Cash Considerations  Indiana From New Orleans:Edmond Sumner,2017 Draft Day Trades,Trades between teams sent and received,Chicago,From Minnesota:Zach LaVineKris DunnLauri Markkanen,Minnesota,From Chicago:Jimmy ButlerJustin Patton,Sacramento,From Portland:Justin JacksonHarry Giles,Portland,From Sacramento:Zach Collins,Denver,From Utah:Trey LylesTyler Lydon,Utah,From Denver:Donovan Mitchell,Orlando,From Philadelphia:1st Round Draft Pick (2020)2nd Round Draft Pick (2020),Philadelphia,From Orlando:Anzejs Pasecniks,LA Lakers,From Brooklyn:Brook LopezJarrett Allen,Brooklyn,From LA Lakers:Timofey MozgovD'Angelo Russell,LA Lakers,From Utah:Jason HartThomas Bryant,Utah,From LA Lakers:Tony Bradley,Charlotte,From New Orleans:Dwayne BaconCash onsiderations,New Orleans,From Charlotte:Frank Jackson,Orlando,From Memphis:2nd Round Draft Pick (TBA),Memphis,From Orlando:Ivann Rabb,Chicago,From Golden State:Cash Considerations,Golden State,From Chicago:Jordan Bell,Philadelphia,From LA Clippers:Cash Considerations,LA Clippers,From Philadelphia:Jawun Evans,Memphis,From Houston:Dillon Brooks,Houston,From Memphis:2nd Round Draft Pick (TBA),Philadelphia,From Milwaukee:Cash Considerations,Milwaukee,From Philadelphia:Sterling Brown,Milwaukee,From LA Clippers:Cash Considerations,LA Clippers,From Milwaukee:Sindarius Thornwell,New Orleans,From Pacers:Cash Considerations,Indiana,From New Orleans:Edmond Sumner,,,,,,,,,,2017
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
397,2017 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
398,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
399,Chicago,From Minnesota:Zach LaVineKris DunnLauri Markkanen,Minnesota,From Chicago:Jimmy ButlerJustin Patton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
400,Sacramento,From Portland:Justin JacksonHarry Giles,Portland,From Sacramento:Zach Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
401,Denver,From Utah:Trey LylesTyler Lydon,Utah,From Denver:Donovan Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
402,Orlando,From Philadelphia:1st Round Draft Pick (2020)2nd Round Draft Pick (2020),Philadelphia,From Orlando:Anzejs Pasecniks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
403,LA Lakers,From Brooklyn:Brook LopezJarrett Allen,Brooklyn,From LA Lakers:Timofey MozgovD'Angelo Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
404,LA Lakers,From Utah:Jason HartThomas Bryant,Utah,From LA Lakers:Tony Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
405,Charlotte,From New Orleans:Dwayne BaconCash onsiderations,New Orleans,From Charlotte:Frank Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
406,Orlando,From Memphis:2nd Round Draft Pick (TBA),Memphis,From Orlando:Ivann Rabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
407,Chicago,From Golden State:Cash Considerations,Golden State,From Chicago:Jordan Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
408,Philadelphia,From LA Clippers:Cash Considerations,LA Clippers,From Philadelphia:Jawun Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
409,Memphis,From Houston:Dillon Brooks,Houston,From Memphis:2nd Round Draft Pick (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
410,Philadelphia,From Milwaukee:Cash Considerations,Milwaukee,From Philadelphia:Sterling Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
411,Milwaukee,From LA Clippers:Cash Considerations,LA Clippers,From Milwaukee:Sindarius Thornwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
412,New Orleans,From Pacers:Cash Considerations,Indiana,From New Orleans:Edmond Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
