	Draft_Yr	Pk	Team	Player	College	Yrs	Games	Minutes Played	PTS	TRB	AST	FG_Percentage	3P_Percentage	FT_Percentage	Minutes per Game	Points per Game	TRB per game	Assits per Game	Win Share	WS_per_game	BPM	VORP	Average Win Share at Pick	Draft Score (Win Share - Average Win Share at Pick)
0	1979	1	LAL	Magic Johnson		13	906	33245	17707	6559	10141	0.52	0.303	0.848	36.7	19.5	7.2	11.2	155.8	0.225	7.2	77.4	70.7974358974359	85.00256410256411
1	1979	2	CHI	Dave Greenwood		12	823	23370	8428	6537	1614	0.477	0.138	0.765	28.4	10.2	7.9	2.0	46.4	0.095	0.2	13.1	47.702564102564104	-1.302564102564105
2	1979	3	NYK	Bill Cartwright		15	963	27491	12713	6106	1390	0.525	0.0	0.771	28.5	13.2	6.3	1.4	72.8	0.127	-0.5	10.7	57.4051282051282	15.394871794871797
3	1979	4	DET	Greg Kelser		6	305	6032	2961	1402	411	0.486	0.167	0.686	19.8	9.7	4.6	1.3	8.6	0.069	-0.8	1.9	46.5871794871795	-37.987179487179496
4	1979	5	MIL	Sidney Moncrief		11	767	23150	11931	3575	2793	0.502	0.284	0.831	30.2	15.6	4.7	3.6	90.3	0.187	3.8	33.9	49.776923076923076	40.52307692307692
5	1979	6	OKC	James Bailey		9	595	11625	5246	2988	488	0.484	0.077	0.703	19.5	8.8	5.0	0.8	16.3	0.067	-2.3	-0.8	22.171794871794877	-5.871794871794876
6	1979	7	OKC	Vinnie Johnson		13	984	24308	11825	3109	3212	0.464	0.254	0.74	24.7	12.0	3.2	3.3	50.8	0.1	0.5	15.2	34.13589743589743	16.66410256410257
7	1979	8	BRK	Calvin Natt		11	599	18818	10291	4070	1306	0.528	0.219	0.768	31.4	17.2	6.8	2.2	57.2	0.146	1.2	15.1	28.56666666666666	28.633333333333344
8	1979	9	NYK	Larry Demic		3	206	3192	976	805	106	0.459	0.0	0.58	15.5	4.7	3.9	0.5	1.4	0.022	-4.6	-2.1	42.99487179487179	-41.59487179487179
9	1979	10	DET	Roy Hamilton		2	73	1121	336	110	192	0.4	0.0	0.684	15.4	4.6	1.5	2.6	-0.4	-0.017	-5.8	-1.1	33.60769230769232	-34.00769230769232
10	1979	11	BRK	Cliff Robinson		11	629	19284	10823	5237	1249	0.468	0.184	0.722	30.7	17.2	8.3	2.0	30.5	0.076	-1.1	4.3	30.956410256410255	-0.4564102564102548
11	1979	12	POR	Jim Paxson		11	784	21357	11199	1593	2300	0.498	0.225	0.807	27.2	14.3	2.0	2.9	53.7	0.121	-0.3	9.0	20.45384615384615	33.24615384615385
12	1979	13	IND	Dudley Bradley		9	600	10192	3131	1098	1147	0.44	0.293	0.73	17.0	5.2	1.8	1.9	16.5	0.078	0.6	6.7	31.646153846153855	-15.146153846153855
13	1979	14	LAL	Brad Holland		3	93	686	293	59	63	0.403	0.19	0.746	7.4	3.2	0.6	0.7	0.4	0.026	-5.0	-0.5	22.646153846153844	-22.246153846153845
14	1979	15	DET	Phil Hubbard		10	665	15863	7228	3538	857	0.495	0.038	0.706	23.9	10.9	5.3	1.3	29.0	0.088	-0.7	5.3	19.446153846153845	9.553846153846155
15	1979	16	PHI	Jim Spanarkel		5	259	5290	2505	652	572	0.47	0.25	0.855	20.4	9.7	2.5	2.2	12.3	0.112	0.5	3.3	19.743589743589748	-7.443589743589747
16	1979	17	HOU	Lee Johnson		1	12	90	17	22	1	0.28	0.0	0.6	7.5	1.4	1.8	0.1	-0.2	-0.095	-11.4	-0.2	16.54615384615385	-16.74615384615385
17	1979	18	SAC	Reggie King		6	438	11345	3898	2707	691	0.514	0.0	0.699	25.9	8.9	6.2	1.6	24.8	0.105	0.5	7.0	23.635897435897427	1.1641025641025742
18	1979	19	SAS	Wiley Peck		1	52	628	180	183	33	0.432	0.0	0.618	12.1	3.5	3.5	0.6	0.3	0.023	-3.5	-0.2	15.235897435897433	-14.935897435897433
19	1979	20	UTA	Larry Knight		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.551282051282048	-15.551282051282048
20	1979	21	NYK	Sly Williams		7	305	6617	3327	1287	603	0.478	0.162	0.692	21.7	10.9	4.2	2.0	13.4	0.097	0.6	4.3	18.5051282051282	-5.105128205128201
21	1979	22	PHO	Kyle Macy		7	551	14246	5259	1214	2198	0.501	0.337	0.873	25.9	9.5	2.2	4.0	36.0	0.121	0.2	7.9	11.794871794871792	24.205128205128208
22	1979	23	UTA	Tico Brown		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.797435897435898	-15.797435897435898
23	1979	24	PHO	Johnny High		4	274	4538	1396	617	525	0.435	0.105	0.619	16.6	5.1	2.3	1.9	4.7	0.05	-0.9	1.3	22.443589743589747	-17.743589743589748
24	1979	25	LAL	Ollie Mack		3	128	2513	916	319	230	0.458	0.0	0.674	19.6	7.2	2.5	1.8	2.5	0.048	-1.9	0.1	10.999999999999998	-8.499999999999998
25	1979	26	CLE	Bruce Flowers		1	53	699	261	180	47	0.534	0.0	0.774	13.2	4.9	3.4	0.9	1.7	0.119	0.1	0.4	13.42051282051282	-11.720512820512822
26	1979	27	NYK	Reggie Carter		2	135	1459	471	164	206	0.388	0.0	0.772	10.8	3.5	1.2	1.5	0.4	0.014	-4.6	-0.9	12.725641025641027	-12.325641025641026
27	1979	28	GSW	Danny Salisbury		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.712820512820512	-11.712820512820512
28	1979	29	DET	Tony Price		1	5	29	4	0	3	0.286	0.0	0.0	5.8	0.8	0.0	0.6	-0.1	-0.089	-10.6	-0.1	13.070270270270269	-13.170270270270269
29	1979	30	DEN	Gary Garland		1	78	1106	334	138	145	0.435	0.316	0.692	14.2	4.3	1.8	1.9	0.5	0.02	-3.5	-0.4	10.705128205128206	-10.205128205128206
30	1979	31	MIL	Edgar Jones		6	363	6960	3257	1745	331	0.506	0.262	0.71	19.2	9.0	4.8	0.9	15.0	0.103	-0.4	2.7	11.017948717948718	3.982051282051282
31	1979	32	IND	Tony Zeno		1	8	59	14	14	1	0.286	0.0	1.0	7.4	1.8	1.8	0.1	-0.2	-0.16	-12.1	-0.2	4.823076923076925	-5.023076923076925
32	1979	33	CHI	Lawrence Butler		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.058974358974358	-7.058974358974358
33	1979	34	NYK	Kim Goetz		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.223076923076923	-4.223076923076923
34	1979	35	ATL	James Bradley		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.22051282051282	-11.22051282051282
35	1979	36	PHI	Clint Richardson		8	586	11818	4084	1378	1461	0.463	0.244	0.77	20.2	7.0	2.4	2.5	16.6	0.067	-1.8	0.6	5.861538461538462	10.73846153846154
36	1979	37	PHI	Bernard Toone		1	23	124	55	34	12	0.359	0.143	0.8	5.4	2.4	1.5	0.5	-0.1	-0.036	-6.0	-0.1	6.810256410256411	-6.910256410256411
37	1979	38	ATL	Larry Wilson		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.187179487179488	-6.187179487179488
38	1979	39	LAL	Victor King		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.035897435897437	-5.035897435897437
39	1979	40	POR	Andrew Fields		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.402564102564104	-5.402564102564104
40	1979	41	LAL	Mark Young		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.387179487179487	-4.387179487179487
41	1979	42	HOU	Paul Mokeski		12	694	9739	2764	2342	500	0.451	0.216	0.694	14.0	4.0	3.4	0.7	13.5	0.067	-2.6	-1.4	5.2615384615384615	8.23846153846154
42	1979	43	OKC	Johnny Moore		9	520	13430	4890	1548	3866	0.46	0.251	0.712	25.8	9.4	3.0	7.4	30.1	0.108	1.2	11.0	7.93333333333333	22.16666666666667
43	1979	44	WAS	Joe DeSantis		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.497435897435897	-2.497435897435897
44	1979	45	UTA	Arvid Kramer		1	8	45	16	12	3	0.318	0.0	1.0	5.6	2.0	1.5	0.4	-0.1	-0.102	-8.3	-0.1	10.410256410256412	-10.510256410256412
45	1979	46	WAS	Andrew Parker		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.374358974358975	-8.374358974358975
46	1979	47	CHI	Calvin Garrett		4	166	3008	855	436	242	0.457	0.3	0.767	18.1	5.2	2.6	1.5	2.6	0.042	-2.1	-0.1	7.692307692307693	-5.092307692307694
47	1979	48	DET	Terry Duerod		4	143	1977	961	160	170	0.462	0.329	0.672	13.8	6.7	1.1	1.2	1.0	0.023	-4.9	-1.5	6.302564102564102	-5.302564102564102
48	1979	49	CHI	Cedrick Hordges		2	145	2971	1099	853	169	0.475	0.188	0.639	20.5	7.6	5.9	1.2	2.2	0.036	-3.4	-1.0	2.543589743589744	-0.3435897435897437
49	1979	50	NYK	Geoff Huston		8	496	12252	4380	684	2509	0.483	0.254	0.708	24.7	8.8	1.4	5.1	11.9	0.047	-4.2	-6.7	3.710256410256411	8.189743589743589
50	1979	51	BRK	John Gerdy		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.687179487179488	-2.687179487179488
51	1979	52	MIL	Larry Gibson		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.794871794871795	-1.794871794871795
52	1979	53	BOS	Wayne Kreklow		1	25	100	30	12	9	0.234	0.25	0.7	4.0	1.2	0.5	0.4	-0.3	-0.167	-13.0	-0.3	4.241025641025642	-4.541025641025642
53	1979	54	GSW	Cheese Johnson		1	9	53	27	14	2	0.4	0.0	0.6	5.9	3.0	1.6	0.2	0.0	-0.033	-9.7	-0.1	2.833333333333333	-2.833333333333333
54	1979	55	LAC	Tom Channel		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.515151515151515	-2.515151515151515
55	1979	56	POR	Mickey Fox		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.236363636363635	-4.236363636363635
56	1979	57	ATL	Don March		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.251515151515151	-6.251515151515151
57	1979	58	PHI	Earl Cureton		12	674	12420	3620	3172	678	0.473	0.0	0.538	18.4	5.4	4.7	1.0	14.4	0.056	-1.4	1.7	2.2249999999999996	12.175
58	1979	59	HOU	Ricardo Brown		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.029166666666666664	0.029166666666666664
59	1979	60	LAL	Walter Daniels		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1826086956521746	-3.1826086956521746
202	1980	1	GSW	Joe Barry Carroll		10	705	22838	12455	5404	1264	0.474	0.0	0.747	32.4	17.7	7.7	1.8	35.6	0.075	-0.7	7.5	70.7974358974359	-35.1974358974359
203	1980	2	UTA	Darrell Griffith		10	765	21403	12391	2519	1627	0.463	0.332	0.707	28.0	16.2	3.3	2.1	22.0	0.049	-1.3	3.6	47.702564102564104	-25.702564102564104
204	1980	3	BOS	Kevin McHale		13	971	30118	17335	7122	1670	0.554	0.261	0.798	31.0	17.9	7.3	1.7	113.0	0.18	2.5	33.9	57.4051282051282	55.5948717948718
205	1980	4	CHI	Kelvin Ransey		6	474	11586	5380	901	2480	0.454	0.132	0.782	24.4	11.4	1.9	5.2	17.9	0.074	-2.4	-1.3	46.5871794871795	-28.6871794871795
206	1980	5	DEN	James Ray		3	103	843	334	228	76	0.428	0.333	0.629	8.2	3.2	2.2	0.7	-0.3	-0.017	-4.2	-0.5	49.776923076923076	-50.07692307692307
207	1980	6	BRK	Mike O'Koren		8	407	8810	3355	1391	856	0.49	0.271	0.651	21.6	8.2	3.4	2.1	14.6	0.08	-0.5	3.2	22.171794871794877	-7.571794871794877
208	1980	7	BRK	Mike Gminski		14	938	24058	10953	6480	1203	0.465	0.122	0.843	25.6	11.7	6.9	1.3	55.9	0.111	-0.6	8.7	34.13589743589743	21.764102564102572
209	1980	8	PHI	Andrew Toney		8	468	12608	7458	1009	1965	0.5	0.342	0.797	26.9	15.9	2.2	4.2	26.9	0.103	-1.2	2.6	28.56666666666666	-1.6666666666666607
210	1980	9	LAC	Michael Brooks		6	319	9372	4086	2001	818	0.486	0.152	0.714	29.4	12.8	6.3	2.6	16.5	0.085	1.0	7.1	42.99487179487179	-26.49487179487179
211	1980	10	POR	Ronnie Lester		6	250	4959	1816	473	1003	0.469	0.227	0.788	19.8	7.3	1.9	4.0	6.3	0.061	-2.7	-0.8	33.60769230769232	-27.307692307692317
212	1980	11	DAL	Kiki Vandeweghe		13	810	24521	15980	2785	1668	0.525	0.368	0.872	30.3	19.7	3.4	2.1	75.6	0.148	-0.1	11.7	30.956410256410255	44.64358974358974
213	1980	12	NYK	Mike Woodson		11	786	20021	10981	1838	1822	0.466	0.271	0.813	25.5	14.0	2.3	2.3	34.6	0.083	-1.0	4.9	20.45384615384615	14.146153846153851
214	1980	13	GSW	Rickey Brown		5	340	4487	1482	1200	119	0.464	0.0	0.667	13.2	4.4	3.5	0.4	4.7	0.051	-4.4	-2.7	31.646153846153855	-26.946153846153855
215	1980	14	WAS	Wes Matthews		9	465	9305	3654	626	1955	0.478	0.225	0.788	20.0	7.9	1.3	4.2	11.0	0.057	-2.9	-2.2	22.646153846153844	-11.646153846153844
216	1980	15	SAS	Reggie Johnson		4	305	5979	2564	1238	262	0.505	0.143	0.716	19.6	8.4	4.1	0.9	11.0	0.088	-1.9	0.1	19.446153846153845	-8.446153846153845
217	1980	16	SAC	Hawkeye Whitney		2	70	1048	404	146	87	0.462	0.286	0.75	15.0	5.8	2.1	1.2	1.3	0.062	-1.8	0.0	19.743589743589748	-18.443589743589747
218	1980	17	DET	Larry Drew		10	714	18370	8110	1265	3702	0.467	0.291	0.798	25.7	11.4	1.8	5.2	24.4	0.064	-2.4	-2.0	16.54615384615385	7.853846153846149
219	1980	18	ATL	Don Collins		6	303	6134	2983	837	546	0.485	0.069	0.749	20.2	9.8	2.8	1.8	10.5	0.082	0.4	3.7	23.635897435897427	-13.135897435897427
220	1980	19	UTA	John Duren		3	201	2947	712	226	411	0.435	0.12	0.75	14.7	3.5	1.1	2.0	-0.8	-0.014	-5.8	-2.9	15.235897435897433	-16.035897435897432
221	1980	20	OKC	Bill Hanzlik		10	748	15534	5414	2058	2058	0.434	0.213	0.781	20.8	7.2	2.8	2.8	24.7	0.076	-1.0	3.8	15.551282051282048	9.148717948717952
222	1980	21	PHI	Monti Davis		1	2	10	3	4	0	0.2	0.0	0.2	5.0	1.5	2.0	0.0	-0.1	-0.311	-22.3	-0.1	18.5051282051282	-18.605128205128203
223	1980	22	CLE	Chad Kinch		1	41	353	118	33	45	0.369	0.0	0.778	8.6	2.9	0.8	1.1	-0.5	-0.071	-8.3	-0.6	11.794871794871792	-12.294871794871792
224	1980	23	DEN	Carl Nicks		3	156	2579	1067	297	249	0.462	0.0	0.57	16.5	6.8	1.9	1.6	-0.4	-0.007	-4.5	-1.6	15.797435897435898	-16.1974358974359
225	1980	24	GSW	Larry Smith		13	883	22879	5904	8125	941	0.531	0.0	0.531	25.9	6.7	9.2	1.1	46.0	0.096	0.6	15.0	22.443589743589747	23.556410256410253
226	1980	25	GSW	Jeff Ruland		8	332	11088	5763	3378	1002	0.564	0.158	0.718	33.4	17.4	10.2	3.0	34.3	0.149	3.5	15.4	10.999999999999998	23.299999999999997
227	1980	26	CHI	Sam Worthen		2	69	967	239	116	118	0.492	0.0	0.75	14.0	3.5	1.7	1.7	0.7	0.032	-2.3	-0.1	13.42051282051282	-12.720512820512822
228	1980	27	HOU	John Stroud		1	9	88	25	13	9	0.324	0.0	0.75	9.8	2.8	1.4	1.0	-0.1	-0.036	-6.5	-0.1	12.725641025641027	-12.825641025641026
229	1980	28	ATL	Craig Shelton		2	59	607	240	141	27	0.453	0.0	0.6	10.3	4.1	2.4	0.5	0.0	-0.001	-5.4	-0.5	11.712820512820512	-11.712820512820512
230	1980	29	IND	Louis Orr		8	569	13353	5545	2117	853	0.468	0.083	0.787	23.5	9.7	3.7	1.5	25.7	0.093	-0.4	5.4	13.070270270270269	12.62972972972973
231	1980	30	IND	Kenny Natt		3	49	388	150	40	41	0.417	0.2	0.621	7.9	3.1	0.8	0.8	-0.2	-0.026	-7.4	-0.5	10.705128205128206	-10.905128205128205
232	1980	31	LAL	Wayne Robinson		1	81	1592	643	294	112	0.46	0.0	0.729	19.7	7.9	3.6	1.4	1.7	0.052	-2.8	-0.3	11.017948717948718	-9.317948717948719
233	1980	32	POR	David Lawrence		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.823076923076925	-4.823076923076925
234	1980	33	POR	Bruce Collins		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.058974358974358	-7.058974358974358
235	1980	34	DAL	Roosevelt Bouie		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.223076923076923	-4.223076923076923
236	1980	35	WAS	Rick Mahorn		18	1117	25779	7763	6957	1082	0.493	0.132	0.704	23.1	6.9	6.2	1.0	51.7	0.096	-0.3	10.7	11.22051282051282	40.47948717948718
237	1980	36	NYK	DeWayne Scales		3	49	521	224	140	10	0.417	0.167	0.628	10.6	4.6	2.9	0.2	0.2	0.017	-8.5	-0.9	5.861538461538462	-5.661538461538462
238	1980	37	LAL	Butch Carter		6	361	6814	3137	546	683	0.475	0.307	0.788	18.9	8.7	1.5	1.9	8.5	0.06	-2.5	-0.8	6.810256410256411	1.689743589743589
239	1980	38	HOU	Terry Stotts		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.187179487179488	-6.187179487179488
240	1980	39	SAS	Michael Wiley		2	94	1284	692	246	63	0.561	0.0	0.709	13.7	7.4	2.6	0.7	2.9	0.107	-1.6	0.1	5.035897435897437	-2.1358974358974367
241	1980	40	IND	Dick Miller		1	8	53	8	7	5	0.444	0.0	0.0	6.6	1.0	0.9	0.6	-0.1	-0.102	-6.3	-0.1	5.402564102564104	-5.502564102564103
242	1980	41	DEN	Jawann Oldham		10	329	5241	1455	1353	162	0.479	0.0	0.607	15.9	4.4	4.1	0.5	4.3	0.039	-1.9	0.2	4.387179487179487	-0.08717948717948687
243	1980	42	PHO	Kimberly Belton		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2615384615384615	-5.2615384615384615
244	1980	43	HOU	Billy Williams		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93333333333333	-7.93333333333333
245	1980	44	PHI	Clyde Austin		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.497435897435897	-2.497435897435897
246	1980	45	DET	Brad Branson		2	72	856	391	206	52	0.422	0.0	0.725	11.9	5.4	2.9	0.7	0.9	0.053	-3.5	-0.3	10.410256410256412	-9.510256410256412
247	1980	46	BOS	Arnette Hallman		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.374358974358975	-8.374358974358975
248	1980	47	DEN	Kurt Nimphius		8	564	11441	3602	2474	681	0.487	0.1	0.668	20.3	6.4	4.4	1.2	17.5	0.074	-0.7	3.7	7.692307692307693	9.807692307692307
249	1980	48	DEN	Eddie Lee		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.302564102564102	-6.302564102564102
250	1980	49	GSW	John Virgil		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.543589743589744	-2.543589743589744
251	1980	50	CHI	James Wilkes		3	114	1531	547	274	104	0.463	0.0	0.723	13.4	4.8	2.4	0.9	2.0	0.063	-2.3	-0.1	3.710256410256411	-1.7102564102564108
252	1980	51	DEN	Ronnie Valentine		1	24	123	84	30	7	0.378	0.5	0.474	5.1	3.5	1.3	0.3	-0.3	-0.128	-10.4	-0.3	2.687179487179488	-2.9871794871794877
253	1980	52	BRK	Lowes Moore		3	112	2118	752	227	316	0.442	0.2	0.75	18.9	6.7	2.0	2.8	1.5	0.035	-3.2	-0.6	1.794871794871795	-0.29487179487179493
254	1980	53	CLE	Stuart House		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.241025641025642	-4.241025641025642
255	1980	54	BOS	Ron Perry		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.833333333333333	-2.833333333333333
256	1980	55	CLE	Wayne Abrams		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.515151515151515	-2.515151515151515
257	1980	56	POR	Mike Harper		2	123	1894	613	432	71	0.474	0.0	0.559	15.4	5.0	3.5	0.6	2.4	0.062	-1.5	0.2	4.236363636363635	-1.8363636363636355
258	1980	57	DAL	Dave Britton		1	2	9	4	2	3	0.667	0.0	0.0	4.5	2.0	1.0	1.5	0.0	0.093	1.3	0.0	6.251515151515151	-6.251515151515151
259	1980	58	NYK	Kurt Rambis		14	880	16299	4603	4961	931	0.534	0.0	0.689	18.5	5.2	5.6	1.1	38.3	0.113	1.4	14.0	2.2249999999999996	36.074999999999996
260	1980	59	PHO	John Campbell		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.029166666666666664	0.029166666666666664
261	1980	60	SAS	Lavon Mercer		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1826086956521746	-3.1826086956521746
416	1981	1	DAL	Mark Aguirre		13	923	27730	18458	4578	2871	0.484	0.312	0.741	30.0	20.0	5.0	3.1	67.8	0.117	1.3	22.7	70.7974358974359	-2.9974358974359063
417	1981	2	DET	Isiah Thomas		13	979	35516	18822	3478	9061	0.452	0.29	0.759	36.3	19.2	3.6	9.3	80.7	0.109	2.2	37.5	47.702564102564104	32.9974358974359
418	1981	3	BRK	Buck Williams		17	1307	42464	16784	13017	1646	0.549	0.167	0.664	32.5	12.8	10.0	1.3	120.1	0.136	1.2	34.8	57.4051282051282	62.694871794871794
419	1981	4	ATL	Al Wood		6	417	9939	4902	1262	742	0.465	0.211	0.789	23.8	11.8	3.0	1.8	15.4	0.074	-1.8	0.5	46.5871794871795	-31.1871794871795
420	1981	5	OKC	Danny Vranes		7	510	10624	2613	1998	594	0.496	0.105	0.57	20.8	5.1	3.9	1.2	15.3	0.069	-0.4	4.4	49.776923076923076	-34.47692307692307
421	1981	6	CHI	Orlando Woolridge		13	851	24041	13623	3696	1609	0.513	0.091	0.737	28.3	16.0	4.3	1.9	53.0	0.106	-0.4	9.8	22.171794871794877	30.828205128205123
422	1981	7	SAC	Steve Johnson		10	626	13618	7345	3450	777	0.572	0.0	0.634	21.8	11.7	5.5	1.2	26.9	0.095	-0.7	4.5	34.13589743589743	-7.235897435897428
423	1981	8	LAC	Tom Chambers		16	1107	33922	20049	6703	2283	0.468	0.307	0.807	30.6	18.1	6.1	2.1	79.0	0.112	-0.5	13.2	28.56666666666666	50.43333333333334
424	1981	9	DAL	Rolando Blackman		13	980	32087	17623	3278	2981	0.493	0.343	0.84	32.7	18.0	3.3	3.0	75.6	0.113	-0.1	15.3	42.99487179487179	32.6051282051282
425	1981	10	BRK	Albert King		9	534	12836	6470	2262	1171	0.461	0.268	0.791	24.0	12.1	4.2	2.2	16.3	0.061	-1.5	1.8	33.60769230769232	-17.307692307692317
426	1981	11	WAS	Frank Johnson		10	596	12897	4937	1025	2476	0.439	0.218	0.76	21.6	8.3	1.7	4.2	17.2	0.064	-2.2	-0.8	30.956410256410255	-13.756410256410255
427	1981	12	DET	Kelly Tripucka		10	707	20959	12142	2703	2090	0.473	0.361	0.849	29.6	17.2	3.8	3.0	44.4	0.102	0.1	11.3	20.45384615384615	23.946153846153848
428	1981	13	UTA	Danny Schayes		18	1138	21975	8780	5671	1299	0.481	0.133	0.806	19.3	7.7	5.0	1.1	48.8	0.107	-1.2	4.6	31.646153846153855	17.153846153846143
429	1981	14	IND	Herb Williams		18	1102	28484	11944	6509	1856	0.467	0.095	0.696	25.8	10.8	5.9	1.7	36.1	0.061	-1.1	6.7	22.646153846153844	13.453846153846158
430	1981	15	POR	Jeff Lamp		6	291	3471	1495	437	269	0.47	0.222	0.841	11.9	5.1	1.5	0.9	5.2	0.072	-3.3	-1.2	19.446153846153845	-14.246153846153845
431	1981	16	POR	Darnell Valentine		9	620	14395	5400	1318	3080	0.437	0.261	0.787	23.2	8.7	2.1	5.0	22.1	0.074	-1.4	2.3	19.743589743589748	2.3564102564102534
432	1981	17	SAC	Kevin Loder		3	148	2094	875	338	174	0.461	0.261	0.695	14.1	5.9	2.3	1.2	2.4	0.055	-2.5	-0.3	16.54615384615385	-14.14615384615385
433	1981	18	BRK	Ray Tolbert		5	261	2789	928	609	135	0.495	0.0	0.544	10.7	3.6	2.3	0.5	2.9	0.051	-2.9	-0.6	23.635897435897427	-20.735897435897428
434	1981	19	LAL	Mike McGee		9	520	9271	4968	1112	629	0.487	0.354	0.597	17.8	9.6	2.1	1.2	15.1	0.078	-0.9	2.5	15.235897435897433	-0.13589743589743364
435	1981	20	PHO	Larry Nance		13	920	30697	15687	7352	2393	0.546	0.145	0.755	33.4	17.1	8.0	2.6	109.6	0.171	4.2	47.9	15.551282051282048	94.04871794871795
436	1981	21	MIL	Alton Lister		16	953	18965	6298	5996	914	0.512	0.111	0.597	19.9	6.6	6.3	1.0	36.6	0.093	-0.3	7.9	18.5051282051282	18.0948717948718
437	1981	22	PHI	Franklin Edwards		7	296	4436	1802	300	774	0.449	0.03	0.795	15.0	6.1	1.0	2.6	3.9	0.043	-3.9	-2.1	11.794871794871792	-7.894871794871792
438	1981	23	BOS	Charles Bradley		3	110	910	347	119	55	0.416	0.0	0.585	8.3	3.2	1.1	0.5	0.3	0.016	-4.1	-0.5	15.797435897435898	-15.497435897435897
439	1981	24	DAL	Jay Vincent		9	576	15556	8729	3167	1124	0.474	0.148	0.784	27.0	15.2	5.5	2.0	27.5	0.085	-1.4	2.3	22.443589743589747	5.056410256410253
440	1981	25	BOS	Tracy Jackson		3	129	1797	694	243	132	0.463	0.154	0.749	13.9	5.4	1.9	1.0	2.4	0.064	-2.2	-0.1	10.999999999999998	-8.599999999999998
441	1981	26	POR	Brian Jackson		0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.42051282051282	-13.42051282051282
